?,?????,??????, ????? , ?????? ,?????,???????
141,stent Resolute Integrity 2.75-26,1," 3,900.0 "," 3,900.0 ",????? ??? ?.????,1/17/2024
142,stent Resolute Integrity 2.75-30,2," 3,900.0 "," 7,800.0 ",????? ??? ?.????,1/17/2024
143,stent Resolute Integrity 3.00-18,2," 3,900.0 "," 7,800.0 ",????? ??? ?.????,1/17/2024
144,stent Resolute Integrity 3.00-22,4," 3,900.0 "," 15,600.0 ",????? ??? ?.????,1/17/2024
145,stent Resolute Integrity 3.00-26,4," 3,900.0 "," 15,600.0 ",????? ??? ?.????,1/17/2024
146,stent Resolute Integrity 3.00-30,2," 3,900.0 "," 7,800.0 ",????? ??? ?.????,1/17/2024
147,stent Resolute Integrity 3.00-34,5," 3,900.0 "," 19,500.0 ",????? ??? ?.????,1/17/2024
148,stent Resolute Integrity 3.00-38,5," 3,900.0 "," 19,500.0 ",????? ??? ?.????,1/17/2024
149,stent Resolute Integrity 3.50-18,5," 3,900.0 "," 19,500.0 ",????? ??? ?.????,1/17/2024
150,stent Resolute Integrity 3.50-26,3," 3,900.0 "," 11,700.0 ",????? ??? ?.????,1/17/2024
151,stent Resolute Integrity 3.50-30,2," 3,900.0 "," 7,800.0 ",????? ??? ?.????,1/17/2024
152,stent Resolute Integrity 3.50-34,4," 3,900.0 "," 15,600.0 ",????? ??? ?.????,1/17/2024
153,stent Resolute Integrity 4.00-34,1," 3,900.0 "," 3,900.0 ",????? ??? ?.????,1/17/2024
154,stent Resolute Integrity 4.00-38,1," 3,900.0 "," 3,900.0 ",????? ??? ?.????,1/17/2024
194,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????,1/20/2024
195,SUNMED _Inflation Device,1, 500.0 , 500.0 ,????? ??? ?.????,1/20/2024
197,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????,1/20/2024
369,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????,2/3/2024
638,KDL angiography  Catheter Ver  5F,1," 1,050.0 "," 1,050.0 ",????? ??? ?.????,2/14/2024
825,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????,2/24/2024
826,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,2/24/2024
830,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,2/24/2024
831,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,2/24/2024
859,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????,2/25/2024
860,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,500.0 "," 2,500.0 ",????? ??? ?.????,2/25/2024
880,KDL angiography  Catheter Sim 2 5f,5," 1,100.0 "," 5,500.0 ",????? ??? ?.????,2/27/2024
889,KDL_Introducer set femoral 6F,100, 350.0 ," 35,000.0 ",????? ??? ?.????,2/27/2024
962,KDL angiography  Catheter Sim 2 5f,5," 1,100.0 "," 5,500.0 ",????? ??? ?.????,3/3/2024
1120,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,3/6/2024
1121,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,3/6/2024
1122,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????,3/6/2024
1123,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,3/6/2024
1124,PTA Balloon _ATROPOS 0.35 _819-040200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????,3/6/2024
1212,KDL_Introducer set femoral 6F,20, 430.0 ," 8,600.0 ",????? ??? ?.????,3/14/2024
1238,KDL angiography  Catheter C2-5F/65CM,1," 1,500.0 "," 1,500.0 ",????? ??? ?.????,3/16/2024
1263,PTA Balloon _ATROPOS 0.35 _819-040080-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????,3/18/2024
1356,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.????,3/24/2024
1269,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.??? ?????,3/18/2024
1270,PTA Balloon _MINERVA 0.18 _803-025080-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ?????,3/18/2024
1402,KDL angiography  Catheter Ver  5F,1," 1,400.0 "," 1,400.0 ",????? ??? ?.??? ?????,3/26/2024
21,KDL angiography  Catheter Ver  4F,2, 900.0 ," 1,800.0 ",????? ??? ?.??? ????,1/4/2024
22,KDL_Introducer set femoral 8F,3, 500.0 ," 1,500.0 ",????? ??? ?.??? ????,1/4/2024
23,BARTY long sheath straight   90c-6F,1," 6,000.0 "," 6,000.0 ",????? ??? ?.??? ????,1/4/2024
24,PTA Balloon _MINERVA 0.18 _803-040100-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.??? ????,1/4/2024
25,KDL_Introducer set transradial 6F_110mm,3, 400.0 ," 1,200.0 ",????? ??? ?.??? ????,1/4/2024
26,SUNMED _Inflation Device,3, 600.0 ," 1,800.0 ",????? ??? ?.??? ????,1/4/2024
27,KDL_Introducer set femoral 6F,3, 300.0 , 900.0 ,????? ??? ?.??? ????,1/4/2024
28,BARTY Cross over 55c-7f,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,1/4/2024
29,KDL angiography  Catheter RIM -5F,2," 1,000.0 "," 2,000.0 ",????? ??? ?.??? ????,1/4/2024
30,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,2," 1,800.0 "," 3,600.0 ",????? ??? ?.??? ????,1/4/2024
31,BARTY long sheath straight  110c-6f,1," 6,000.0 "," 6,000.0 ",????? ??? ?.??? ????,1/4/2024
32,KDL_Introducer set transradial 6F_70mm,1, 450.0 , 450.0 ,????? ??? ?.??? ????,1/4/2024
53,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.??? ????,1/9/2024
54,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.??? ????,1/9/2024
92,KDL_Introducer set femoral 8F,2, 500.0 ," 1,000.0 ",????? ??? ?.??? ????,1/13/2024
198,KDL angiography  Catheter Ver  4F,1, 900.0 , 900.0 ,????? ??? ?.??? ????,1/20/2024
206,KDL_Introducer set femoral 8F,3, 500.0 ," 1,500.0 ",????? ??? ?.??? ????,1/20/2024
207,PTA Balloon _MINERVA 0.18 _803-030100-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.??? ????,1/20/2024
223,KDL angiography  Catheter Ver  5F,3," 1,000.0 "," 3,000.0 ",????? ??? ?.??? ????,1/22/2024
224,KDL angiography  Catheter 3DRC,2, 420.0 , 840.0 ,????? ??? ?.??? ????,1/22/2024
236,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.??? ????,1/22/2024
242,KDL angiography  Catheter 3DRC,7, 420.0 ," 2,940.0 ",????? ??? ?.??? ????,1/23/2024
243,KDL angiography  Catheter JR4.0   6F,6, 420.0 ," 2,520.0 ",????? ??? ?.??? ????,1/23/2024
281,KDL angiography  Catheter C2-4F/65CM,4," 1,000.0 "," 4,000.0 ",????? ??? ?.??? ????,1/27/2024
282,KDL_Introducer set femoral 8F,2, 500.0 ," 1,000.0 ",????? ??? ?.??? ????,1/27/2024
305,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,1/30/2024
306,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.??? ????,1/30/2024
307,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,1/30/2024
308,KDL angiography  Catheter Ver  5F,1," 1,000.0 "," 1,000.0 ",????? ??? ?.??? ????,1/30/2024
309,KDL_Introducer set femoral 6F,1, 400.0 , 400.0 ,????? ??? ?.??? ????,1/30/2024
310,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.??? ????,1/30/2024
311,KDL angiography  Catheter Ver  5F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,1/30/2024
312,KDL_Introducer set femoral 6F,1, 350.0 , 350.0 ,????? ??? ?.??? ????,1/30/2024
313,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,1/30/2024
314,PTA Balloon ZW 130050022035B,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,1/30/2024
316,BARTY Cross over 55c-6f,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,1/31/2024
317,KDL angiography  Catheter RIM -5F,1, 900.0 , 900.0 ,????? ??? ?.??? ????,1/31/2024
318,KDL angiography  Catheter Ver  4F,1, 900.0 , 900.0 ,????? ??? ?.??? ????,1/31/2024
319,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,1/31/2024
320,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.??? ????,1/31/2024
321,KDL_Introducer set transradial 6F_70mm,1, 400.0 , 400.0 ,????? ??? ?.??? ????,1/31/2024
322,KDL_Introducer set femoral 6F,1, 350.0 , 350.0 ,????? ??? ?.??? ????,1/31/2024
323,KDL angiography  Catheter Ver  4F,1," 1,000.0 "," 1,000.0 ",????? ??? ?.??? ????,1/31/2024
324,SUNMED_Haemostatic valves p&p,1, 200.0 , 200.0 ,????? ??? ?.??? ????,1/31/2024
325,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,1/31/2024
326,KDL_Introducer set femoral 8F,1, 450.0 , 450.0 ,????? ??? ?.??? ????,1/31/2024
334,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,1/31/2024
335,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,1/31/2024
370,KDL_Introducer set femoral 8F,2, 500.0 ," 1,000.0 ",????? ??? ?.??? ????,2/3/2024
451,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,2/7/2024
513,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
514,PTA Balloon _ATROPOS 0.35 _819-040200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
515,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
516,BARTY Cross over 55c-6f,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,2/10/2024
517,KDL angiography  Catheter Ver  4F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,2/10/2024
518,KDL angiography  Catheter RIM -5F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,2/10/2024
519,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ?.??? ????,2/10/2024
520,KDL-INT PTA Wire 0.18×300,1," 2,500.0 "," 2,500.0 ",????? ??? ?.??? ????,2/10/2024
521,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.??? ????,2/10/2024
522,SUNMED _Inflation Device,1, 550.0 , 550.0 ,????? ??? ?.??? ????,2/10/2024
523,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
524,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
525,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,250.0 "," 4,250.0 ",????? ??? ?.??? ????,2/10/2024
526,KDL angiography  Catheter RIM -5F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,2/10/2024
527,KDL angiography  Catheter Ver  4F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,2/10/2024
528,KDL_Introducer set transradial 6F_70mm,1, 450.0 , 450.0 ,????? ??? ?.??? ????,2/10/2024
529,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.??? ????,2/10/2024
530,BARTY Cross over 55c-6f,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,2/10/2024
531,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ?.??? ????,2/10/2024
532,SUNMED _Inflation Device,1, 550.0 , 550.0 ,????? ??? ?.??? ????,2/10/2024
533,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,2/10/2024
534,KDL angiography  Catheter Ver  5F,1, 950.0 , 950.0 ,????? ??? ?.??? ????,2/10/2024
535,KDL_Introducer set transradial 6F_110mm,1, 450.0 , 450.0 ,????? ??? ?.??? ????,2/10/2024
536,KDL_Introducer set femoral 6F,1, 400.0 , 400.0 ,????? ??? ?.??? ????,2/10/2024
537,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,2/10/2024
538,BARTY Cross over 55c-6f,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,2/10/2024
539,PTA Balloon _ATROPOS 0.35 _819-070100-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,2/10/2024
540,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,2/10/2024
541,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,2/10/2024
542,KDL_Introducer set femoral 6F,2, 400.0 , 800.0 ,????? ??? ?.??? ????,2/10/2024
543,KDL_Introducer set transradial 6F_110mm,1, 500.0 , 500.0 ,????? ??? ?.??? ????,2/10/2024
544,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ?.??? ????,2/10/2024
545,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ?.??? ????,2/10/2024
561,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.??? ????,2/12/2024
562,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,2/12/2024
766,KDL angiography  Catheter C2-5F/65CM,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,2/20/2024
798,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,2/22/2024
832,Conger Hydrophilic Guide Wire  0.35/180 Standard ANG-TIP,3," 1,600.0 "," 4,800.0 ",????? ??? ?.??? ????,2/24/2024
833,KDL_Introducer set femoral 8F,5, 600.0 ," 3,000.0 ",????? ??? ?.??? ????,2/24/2024
834,KDL_Introducer set transradial 6F_70mm,1, 550.0 , 550.0 ,????? ??? ?.??? ????,2/24/2024
855,KDL_Introducer set femoral 8F,5, 600.0 ," 3,000.0 ",????? ??? ?.??? ????,2/25/2024
856,Conger Hydrophilic Guide Wire  0.35/180 Standard ANG-TIP,5," 1,600.0 "," 8,000.0 ",????? ??? ?.??? ????,2/25/2024
877,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,2/27/2024
965,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/3/2024
966,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,3/3/2024
967,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/3/2024
968,KDL_Introducer set femoral 6F,1, 400.0 , 400.0 ,????? ??? ?.??? ????,3/3/2024
969,KDL_Introducer set transradial 6F_110mm,1, 500.0 , 500.0 ,????? ??? ?.??? ????,3/3/2024
970,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,3/3/2024
971,SUNMED_Haemostatic valves p&p,1, 250.0 , 250.0 ,????? ??? ?.??? ????,3/3/2024
972,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/3/2024
973,PTA Balloon _ATROPOS 0.35 _819-050100-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/3/2024
974,KDL_Introducer set transradial 6F_110mm,1, 550.0 , 550.0 ,????? ??? ?.??? ????,3/3/2024
975,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.??? ????,3/3/2024
976,BARTY Cross over 45c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.??? ????,3/3/2024
977,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,3/3/2024
978,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,3/3/2024
979,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/3/2024
980,KDL-INT PTA Wire 0.18×300,2," 3,100.0 "," 6,200.0 ",????? ??? ?.??? ????,3/3/2024
981,PTA Balloon _ATROPOS 0.35 _819-040080-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,3/3/2024
982,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/3/2024
986,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.??? ????,3/3/2024
987,BARTY Cross over 55c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.??? ????,3/3/2024
988,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/3/2024
989,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/3/2024
1128,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/7/2024
1129,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/7/2024
1130,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.??? ????,3/7/2024
1131,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/7/2024
1132,KDL_Introducer set femoral 6F,1, 400.0 , 400.0 ,????? ??? ?.??? ????,3/7/2024
1147,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/9/2024
1148,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.??? ????,3/9/2024
1149,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.??? ????,3/9/2024
1150,KDL_Introducer set femoral 6F,1, 400.0 , 400.0 ,????? ??? ?.??? ????,3/9/2024
1151,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/9/2024
1152,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,600.0 "," 4,600.0 ",????? ??? ?.??? ????,3/9/2024
1153,KDL-INT PTA Wire 0.18×300,1," 3,500.0 "," 3,500.0 ",????? ??? ?.??? ????,3/9/2024
1154,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/9/2024
1164,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,800.0 "," 4,800.0 ",????? ??? ?.??? ????,3/10/2024
1165,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,500.0 "," 2,500.0 ",????? ??? ?.??? ????,3/10/2024
1166,SUNMED _Inflation Device,1, 700.0 , 700.0 ,????? ??? ?.??? ????,3/10/2024
1167,KDL angiography  Catheter Ver  5F,3," 1,200.0 "," 3,600.0 ",????? ??? ?.??? ????,3/12/2024
1168,KDL angiography  Catheter RIM -5F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.??? ????,3/12/2024
1223,KDL_Introducer set femoral 6F,100, 400.0 ," 40,000.0 ",????? ??? ?.??? ????,3/14/2024
1224,PTA Balloon _ATROPOS 0.35 _819-070100-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,3/14/2024
1225,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,3/14/2024
1226,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,3/14/2024
1234,BARTY Cross over 55c-7f,1," 8,500.0 "," 8,500.0 ",????? ??? ?.??? ????,3/14/2024
1240,KDL angiography  Catheter Sim 2 5f-125cm,1," 1,500.0 "," 1,500.0 ",????? ??? ?.??? ????,3/16/2024
1241,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/16/2024
1242,Conger Hydrophilic Guide Wire  0.35/180 Standard ANG-TIP,1," 1,600.0 "," 1,600.0 ",????? ??? ?.??? ????,3/16/2024
1268,BARTY Cross over 55c-7f,1," 8,000.0 "," 8,000.0 ",????? ??? ?.??? ????,3/18/2024
1271,BARTY long sheath straight   55c-8F,1," 8,500.0 "," 8,500.0 ",????? ??? ?.??? ????,3/18/2024
1281,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,3/19/2024
1303,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.??? ????,3/19/2024
1304,KDL angiography  Catheter Ver  5F,4," 1,200.0 "," 4,800.0 ",????? ??? ?.??? ????,3/20/2024
1305,KDL angiography  Catheter RIM -5F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.??? ????,3/20/2024
1306,SUNMED _Inflation Device,1, 700.0 , 700.0 ,????? ??? ?.??? ????,3/20/2024
1307,KDL angiography  Catheter PIG 5f,1, 600.0 , 600.0 ,????? ??? ?.??? ????,3/20/2024
1308,KDL angiography  Catheter Ver  5F,15," 1,200.0 "," 18,000.0 ",????? ??? ?.??? ????,3/20/2024
1309,KDL angiography  Catheter Sim 2 5f-125cm,5," 1,200.0 "," 6,000.0 ",????? ??? ?.??? ????,3/20/2024
1310,KDL angiography  Catheter Sim 2 5f,5," 1,200.0 "," 6,000.0 ",????? ??? ?.??? ????,3/20/2024
1311,Conger Hydrophilic Guide Wire  0.35/180 Standard ANG-TIP,14," 1,600.0 "," 22,400.0 ",????? ??? ?.??? ????,3/20/2024
1312,KDL_Introducer set femoral 8F,10, 600.0 ," 6,000.0 ",????? ??? ?.??? ????,3/20/2024
1313,KDL_Introducer set femoral 6F,5, 400.0 ," 2,000.0 ",????? ??? ?.??? ????,3/20/2024
1314,SUNMED_Haemostatic valves p&p,32, 300.0 ," 9,600.0 ",????? ??? ?.??? ????,3/20/2024
1332,SUNMED _Inflation Device,1, 700.0 , 700.0 ,????? ??? ?.??? ????,3/21/2024
1333,KDL-INT PTA Wire 0.18×300,1," 4,000.0 "," 4,000.0 ",????? ??? ?.??? ????,3/21/2024
1412,Conger Hydrophilic Guide Wire  0.35/180 Standard ANG-TIP,1," 1,400.0 "," 1,400.0 ",????? ??? ?.??? ????,3/26/2024
1193,PTA Balloon _ATROPOS 0.35 _819-070040-90,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???? ?????,3/13/2024
1250,SUNMED _Inflation Device,1, 700.0 , 700.0 ,????? ??? ?.???? ?????,3/17/2024
1251,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,800.0 "," 4,800.0 ",????? ??? ?.???? ?????,3/17/2024
1252,PTA Balloon _ATROPOS 0.35 _819-030080-150,1," 4,800.0 "," 4,800.0 ",????? ??? ?.???? ?????,3/17/2024
1253,KDL angiography  Catheter Ver  4F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.???? ?????,3/17/2024
1254,KDL-INT PTA Wire 0.18×300,1," 3,800.0 "," 3,800.0 ",????? ??? ?.???? ?????,3/17/2024
1255,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.???? ?????,3/17/2024
1325,BARTY long sheath straight   55c-8F,1," 8,500.0 "," 8,500.0 ",????? ??? ?.???? ?????,3/20/2024
1338,BARTY long sheath straight  110c-6f,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???? ?????,3/23/2024
1339,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 2,500.0 "," 2,500.0 ",????? ??? ?.???? ?????,3/23/2024
1432,BARTY Cross over 55c-6f,1," 7,500.0 "," 7,500.0 ",????? ??? ?.???? ?????,3/28/2024
1433,KDL angiography  Catheter RIM -5F,1," 1,350.0 "," 1,350.0 ",????? ??? ?.???? ?????,3/28/2024
1434,KDL angiography  Catheter Ver  5F,1," 1,350.0 "," 1,350.0 ",????? ??? ?.???? ?????,3/28/2024
1435,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 5,800.0 "," 5,800.0 ",????? ??? ?.???? ?????,3/28/2024
193,KDL_Introducer set transradial 6F_70mm,10, 450.0 ," 4,500.0 ",?.???,1/20/2024
723,Launcher Guiding catheter EBU3.0 6F,10," 1,500.0 "," 15,000.0 ",?.???,2/19/2024
724,Launcher Guiding catheter EBU3.5 6F,80," 1,500.0 "," 120,000.0 ",?.???,2/19/2024
891,KDL angiography  Catheter C2-5F/65CM,1," 1,200.0 "," 1,200.0 ",?.???,2/28/2024
892,KDL angiography  Catheter Sim 2 5f,1," 1,200.0 "," 1,200.0 ",?.???,2/28/2024
893,KDL angiography  Catheter Ver  5F,8," 1,200.0 "," 9,600.0 ",?.???,2/28/2024
5,KDL_Introducer set femoral 7F,25, 350.9 ," 8,771.9 ",???? DMC,1/1/2024
188,KDL_Introducer set femoral 7F,25, 350.9 ," 8,771.9 ",???? DMC,1/20/2024
913,BARTY Cross over 55c-6f,5," 5,701.8 "," 28,508.8 ",???? DMC,2/28/2024
915,KDL_Introducer set femoral 6F,10, 350.9 ," 3,508.8 ",???? DMC,2/29/2024
916,KDL_Introducer set femoral 7F,20, 438.6 ," 8,771.9 ",???? DMC,2/29/2024
1160,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,250.0 "," 4,250.0 ",??? ???? ???,3/10/2024
473,KDL angiography  Catheter JL4.0 6F,100, 500.0 ," 50,000.0 ",?????? ??????? ????????,2/7/2024
485,KDL angiography  Catheter JR4.0   6F,45, 400.0 ," 18,000.0 ",?????? ??????? ????????,2/7/2024
487,KDL angiography  Catheter JR3.5   6F,5, 500.0 ," 2,500.0 ",?????? ??????? ????????,2/7/2024
636,KDL Guiding Catheter XB3.5 7F,5," 1,315.8 "," 6,579.0 ",?????? ??????,2/14/2024
637,KDL_Introducer set femoral 7F,10, 394.7 ," 3,947.4 ",?????? ??????,2/14/2024
331,KDL angiography  Catheter MP  4F,30, 575.0 ," 17,250.0 ",?????? ????? ????????,1/31/2024
